customer_id,name,email,country,segment,created_at
CUST-00039,Customer 39,customer39@example.com,KR,consumer,2020-09-22T00:00:00
CUST-00040,Customer 40,customer40@example.com,US,mid-market,2022-06-21T00:00:00
CUST-00041,Customer 41,customer41@example.com,UK,enterprise,2022-03-27T00:00:00
CUST-00042,Customer 42,customer42@example.com,BR,mid-market,2023-12-24T00:00:00
CUST-00043,Customer 43,customer43@example.com,US,mid-market,2020-01-11T00:00:00
CUST-00044,Customer 44,customer44@example.com,IN,mid-market,2021-09-24T00:00:00
CUST-00045,Customer 45,customer45@example.com,AU,enterprise,2023-02-15T00:00:00
CUST-00046,Customer 46,customer46@example.com,JP,consumer,2021-04-06T00:00:00
CUST-00047,Customer 47,customer47@example.com,KR,enterprise,2020-02-20T00:00:00
CUST-00048,Customer 48,customer48@example.com,US,consumer,2020-09-20T00:00:00
CUST-00049,Customer 49,customer49@example.com,IN,consumer,2021-01-11T00:00:00
CUST-00050,Customer 50,customer50@example.com,JP,mid-market,2022-01-17T00:00:00
CUST-00051,Customer 51,customer51@example.com,UK,mid-market,2022-05-24T00:00:00
CUST-00052,Customer 52,customer52@example.com,BR,enterprise,2023-02-03T00:00:00
CUST-00053,Customer 53,customer53@example.com,FR,consumer,2022-05-15T00:00:00
CUST-00054,Customer 54,customer54@example.com,KR,enterprise,2021-09-02T00:00:00
CUST-00055,Customer 55,customer55@example.com,JP,small-business,2023-01-06T00:00:00
CUST-00056,Customer 56,customer56@example.com,AU,enterprise,2020-10-03T00:00:00
CUST-00057,Customer 57,customer57@example.com,AU,small-business,2022-10-06T00:00:00
CUST-00058,Customer 58,customer58@example.com,IN,consumer,2022-03-25T00:00:00
CUST-00059,Customer 59,customer59@example.com,JP,consumer,2021-06-04T00:00:00
CUST-00060,Customer 60,customer60@example.com,UK,consumer,2021-07-23T00:00:00
CUST-00061,Customer 61,customer61@example.com,IN,enterprise,2022-11-19T00:00:00
CUST-00062,Customer 62,customer62@example.com,BR,mid-market,2021-12-26T00:00:00
CUST-00063,Customer 63,customer63@example.com,BR,enterprise,2020-01-10T00:00:00
CUST-00064,Customer 64,customer64@example.com,FR,mid-market,2020-12-31T00:00:00
CUST-00065,Customer 65,customer65@example.com,IN,enterprise,2021-03-01T00:00:00
CUST-00066,Customer 66,customer66@example.com,FR,mid-market,2023-05-31T00:00:00
CUST-00067,Customer 67,customer67@example.com,UK,small-business,2022-09-17T00:00:00
CUST-00068,Customer 68,customer68@example.com,IN,consumer,2020-03-22T00:00:00
CUST-00069,Customer 69,customer69@example.com,UK,mid-market,2021-08-03T00:00:00
CUST-00070,Customer 70,customer70@example.com,CA,small-business,2022-05-10T00:00:00
CUST-00071,Customer 71,customer71@example.com,IN,enterprise,2022-11-19T00:00:00
CUST-00072,Customer 72,customer72@example.com,DE,enterprise,2023-02-27T00:00:00
CUST-00073,Customer 73,customer73@example.com,KR,consumer,2022-09-09T00:00:00
CUST-00074,Customer 74,customer74@example.com,FR,small-business,2022-04-12T00:00:00
CUST-00075,Customer 75,customer75@example.com,KR,small-business,2021-10-06T00:00:00
CUST-00076,Customer 76,customer76@example.com,CA,small-business,2020-11-08T00:00:00
CUST-00077,Customer 77,customer77@example.com,US,enterprise,2022-02-12T00:00:00
CUST-00078,Customer 78,customer78@example.com,KR,consumer,2022-09-02T00:00:00
CUST-00079,Customer 79,customer79@example.com,AU,consumer,2020-01-01T00:00:00
CUST-00080,Customer 80,customer80@example.com,US,small-business,2022-03-14T00:00:00
CUST-00081,Customer 81,customer81@example.com,KR,consumer,2022-03-28T00:00:00
CUST-00082,Customer 82,customer82@example.com,FR,consumer,2022-12-05T00:00:00
CUST-00083,Customer 83,customer83@example.com,KR,mid-market,2023-01-13T00:00:00
CUST-00084,Customer 84,customer84@example.com,AU,small-business,2023-12-06T00:00:00
CUST-00085,Customer 85,customer85@example.com,BR,small-business,2023-10-09T00:00:00
CUST-00086,Customer 86,customer86@example.com,AU,consumer,2023-12-06T00:00:00
CUST-00087,Customer 87,customer87@example.com,US,consumer,2023-10-29T00:00:00
CUST-00088,Customer 88,customer88@example.com,DE,consumer,2023-02-08T00:00:00
CUST-00089,Customer 89,customer89@example.com,AU,enterprise,2021-03-16T00:00:00
CUST-00090,Customer 90,customer90@example.com,BR,consumer,2022-02-27T00:00:00
CUST-00091,Customer 91,customer91@example.com,AU,small-business,2020-10-07T00:00:00
CUST-00092,Customer 92,customer92@example.com,CA,consumer,2021-09-19T00:00:00
CUST-00093,Customer 93,customer93@example.com,DE,mid-market,2023-11-18T00:00:00
CUST-00094,Customer 94,customer94@example.com,KR,small-business,2023-12-13T00:00:00
CUST-00095,Customer 95,customer95@example.com,UK,enterprise,2023-05-22T00:00:00
CUST-00096,Customer 96,customer96@example.com,CA,enterprise,2021-08-11T00:00:00
CUST-00097,Customer 97,customer97@example.com,FR,enterprise,2023-01-23T00:00:00
CUST-00098,Customer 98,customer98@example.com,BR,consumer,2021-07-25T00:00:00
CUST-00099,Customer 99,customer99@example.com,JP,mid-market,2022-03-15T00:00:00
CUST-00100,Customer 100,customer100@example.com,AU,mid-market,2020-08-23T00:00:00
CUST-00101,Customer 101,customer101@example.com,CA,enterprise,2023-09-11T00:00:00
CUST-00102,Customer 102,customer102@example.com,US,consumer,2021-03-26T00:00:00
CUST-00103,Customer 103,customer103@example.com,AU,small-business,2020-02-10T00:00:00
CUST-00104,Customer 104,customer104@example.com,IN,small-business,2023-01-23T00:00:00
CUST-00105,Customer 105,customer105@example.com,KR,enterprise,2021-08-15T00:00:00
CUST-00106,Customer 106,customer106@example.com,IN,enterprise,2020-01-19T00:00:00
CUST-00107,Customer 107,customer107@example.com,IN,enterprise,2022-11-18T00:00:00
CUST-00108,Customer 108,customer108@example.com,AU,enterprise,2021-10-23T00:00:00
CUST-00109,Customer 109,customer109@example.com,DE,mid-market,2021-10-28T00:00:00
CUST-00110,Customer 110,customer110@example.com,IN,small-business,2023-09-24T00:00:00
CUST-00111,Customer 111,customer111@example.com,FR,mid-market,2021-07-16T00:00:00
CUST-00112,Customer 112,customer112@example.com,KR,enterprise,2022-12-31T00:00:00
CUST-00113,Customer 113,customer113@example.com,UK,mid-market,2022-11-13T00:00:00
CUST-00114,Customer 114,customer114@example.com,AU,enterprise,2021-03-22T00:00:00
CUST-00115,Customer 115,customer115@example.com,FR,mid-market,2023-11-06T00:00:00
CUST-00116,Customer 116,customer116@example.com,DE,small-business,2022-12-08T00:00:00
CUST-00117,Customer 117,customer117@example.com,CA,small-business,2023-06-26T00:00:00
CUST-00118,Customer 118,customer118@example.com,UK,mid-market,2023-11-22T00:00:00
CUST-00119,Customer 119,customer119@example.com,US,enterprise,2023-02-18T00:00:00
CUST-00120,Customer 120,customer120@example.com,JP,small-business,2022-01-09T00:00:00
CUST-00121,Customer 121,customer121@example.com,DE,enterprise,2022-06-01T00:00:00
CUST-00122,Customer 122,customer122@example.com,DE,small-business,2020-07-25T00:00:00
CUST-00123,Customer 123,customer123@example.com,AU,consumer,2020-04-06T00:00:00
CUST-00124,Customer 124,customer124@example.com,KR,small-business,2021-02-15T00:00:00
CUST-00125,Customer 125,customer125@example.com,JP,enterprise,2023-06-24T00:00:00
CUST-00126,Customer 126,customer126@example.com,DE,enterprise,2021-01-20T00:00:00
CUST-00127,Customer 127,customer127@example.com,US,consumer,2020-04-21T00:00:00
CUST-00128,Customer 128,customer128@example.com,AU,consumer,2023-09-27T00:00:00
CUST-00129,Customer 129,customer129@example.com,IN,enterprise,2021-12-03T00:00:00
CUST-00130,Customer 130,customer130@example.com,DE,consumer,2020-01-27T00:00:00
CUST-00131,Customer 131,customer131@example.com,AU,consumer,2022-01-10T00:00:00
CUST-00132,Customer 132,customer132@example.com,DE,consumer,2021-01-22T00:00:00
CUST-00133,Customer 133,customer133@example.com,UK,mid-market,2021-10-07T00:00:00
CUST-00134,Customer 134,customer134@example.com,FR,enterprise,2023-12-13T00:00:00
CUST-00135,Customer 135,customer135@example.com,JP,consumer,2022-03-08T00:00:00
CUST-00136,Customer 136,customer136@example.com,JP,enterprise,2023-02-16T00:00:00
CUST-00137,Customer 137,customer137@example.com,KR,consumer,2022-03-14T00:00:00
CUST-00138,Customer 138,customer138@example.com,AU,mid-market,2020-12-22T00:00:00
CUST-00139,Customer 139,customer139@example.com,DE,consumer,2023-09-25T00:00:00
CUST-00140,Customer 140,customer140@example.com,AU,small-business,2020-09-27T00:00:00
CUST-00141,Customer 141,customer141@example.com,IN,enterprise,2023-02-21T00:00:00
CUST-00142,Customer 142,customer142@example.com,AU,small-business,2022-09-21T00:00:00
CUST-00143,Customer 143,customer143@example.com,CA,mid-market,2022-08-18T00:00:00
CUST-00144,Customer 144,customer144@example.com,IN,mid-market,2023-07-04T00:00:00
CUST-00145,Customer 145,customer145@example.com,UK,small-business,2023-01-08T00:00:00
CUST-00146,Customer 146,customer146@example.com,DE,mid-market,2023-03-19T00:00:00
CUST-00147,Customer 147,customer147@example.com,IN,consumer,2022-04-09T00:00:00
CUST-00148,Customer 148,customer148@example.com,US,mid-market,2023-08-23T00:00:00
CUST-00149,Customer 149,customer149@example.com,US,mid-market,2021-03-14T00:00:00
CUST-00150,Customer 150,customer150@example.com,JP,enterprise,2020-12-05T00:00:00
CUST-00151,Customer 151,customer151@example.com,CA,small-business,2021-10-11T00:00:00
CUST-00152,Customer 152,customer152@example.com,BR,enterprise,2020-03-09T00:00:00
CUST-00153,Customer 153,customer153@example.com,AU,mid-market,2020-12-01T00:00:00
CUST-00154,Customer 154,customer154@example.com,AU,mid-market,2021-05-09T00:00:00
CUST-00155,Customer 155,customer155@example.com,JP,consumer,2021-06-15T00:00:00
CUST-00156,Customer 156,customer156@example.com,CA,enterprise,2021-11-28T00:00:00
CUST-00157,Customer 157,customer157@example.com,UK,mid-market,2021-01-22T00:00:00
CUST-00158,Customer 158,customer158@example.com,DE,mid-market,2021-07-31T00:00:00
CUST-00159,Customer 159,customer159@example.com,JP,consumer,2020-08-13T00:00:00
CUST-00160,Customer 160,customer160@example.com,KR,consumer,2021-03-20T00:00:00
CUST-00161,Customer 161,customer161@example.com,AU,mid-market,2022-09-04T00:00:00
CUST-00162,Customer 162,customer162@example.com,US,mid-market,2020-07-12T00:00:00
CUST-00163,Customer 163,customer163@example.com,JP,small-business,2022-11-02T00:00:00
CUST-00164,Customer 164,customer164@example.com,JP,consumer,2021-07-22T00:00:00
CUST-00165,Customer 165,customer165@example.com,KR,small-business,2021-07-02T00:00:00
CUST-00166,Customer 166,customer166@example.com,US,enterprise,2021-01-01T00:00:00
CUST-00167,Customer 167,customer167@example.com,UK,enterprise,2022-07-19T00:00:00
CUST-00168,Customer 168,customer168@example.com,CA,mid-market,2020-01-05T00:00:00
CUST-00169,Customer 169,customer169@example.com,CA,enterprise,2023-06-18T00:00:00
CUST-00170,Customer 170,customer170@example.com,US,consumer,2021-10-28T00:00:00
CUST-00171,Customer 171,customer171@example.com,FR,small-business,2023-06-06T00:00:00
CUST-00172,Customer 172,customer172@example.com,UK,consumer,2022-10-28T00:00:00
CUST-00173,Customer 173,customer173@example.com,UK,enterprise,2022-03-14T00:00:00
CUST-00174,Customer 174,customer174@example.com,BR,consumer,2021-02-28T00:00:00
CUST-00175,Customer 175,customer175@example.com,IN,consumer,2023-06-22T00:00:00
CUST-00176,Customer 176,customer176@example.com,US,small-business,2021-05-21T00:00:00
CUST-00177,Customer 177,customer177@example.com,AU,consumer,2020-04-09T00:00:00
CUST-00178,Customer 178,customer178@example.com,KR,enterprise,2021-02-16T00:00:00
CUST-00179,Customer 179,customer179@example.com,IN,enterprise,2020-03-02T00:00:00
CUST-00180,Customer 180,customer180@example.com,JP,enterprise,2023-02-28T00:00:00
CUST-00181,Customer 181,customer181@example.com,CA,enterprise,2020-10-01T00:00:00
CUST-00182,Customer 182,customer182@example.com,AU,small-business,2021-06-27T00:00:00
CUST-00183,Customer 183,customer183@example.com,DE,mid-market,2022-07-27T00:00:00
CUST-00184,Customer 184,customer184@example.com,UK,small-business,2020-04-28T00:00:00
CUST-00185,Customer 185,customer185@example.com,DE,small-business,2021-01-25T00:00:00
CUST-00186,Customer 186,customer186@example.com,UK,enterprise,2022-10-31T00:00:00
CUST-00187,Customer 187,customer187@example.com,UK,consumer,2023-06-29T00:00:00
CUST-00188,Customer 188,customer188@example.com,KR,enterprise,2021-06-22T00:00:00
CUST-00189,Customer 189,customer189@example.com,CA,enterprise,2020-10-27T00:00:00
CUST-00190,Customer 190,customer190@example.com,FR,mid-market,2023-03-11T00:00:00
CUST-00191,Customer 191,customer191@example.com,UK,mid-market,2020-08-23T00:00:00
CUST-00192,Customer 192,customer192@example.com,FR,mid-market,2023-08-13T00:00:00
CUST-00193,Customer 193,customer193@example.com,FR,mid-market,2022-07-10T00:00:00
CUST-00194,Customer 194,customer194@example.com,AU,consumer,2021-12-11T00:00:00
CUST-00195,Customer 195,customer195@example.com,IN,mid-market,2020-03-27T00:00:00
CUST-00196,Customer 196,customer196@example.com,IN,mid-market,2022-09-24T00:00:00
CUST-00197,Customer 197,customer197@example.com,FR,mid-market,2023-11-01T00:00:00
CUST-00198,Customer 198,customer198@example.com,US,consumer,2020-06-23T00:00:00
CUST-00199,Customer 199,customer199@example.com,UK,consumer,2022-06-05T00:00:00
CUST-00200,Customer 200,customer200@example.com,FR,consumer,2021-04-21T00:00:00
CUST-00201,Customer 201,customer201@example.com,JP,enterprise,2022-04-12T00:00:00
CUST-00202,Customer 202,customer202@example.com,DE,consumer,2020-09-18T00:00:00
CUST-00203,Customer 203,customer203@example.com,CA,small-business,2022-05-21T00:00:00
CUST-00204,Customer 204,customer204@example.com,JP,consumer,2020-10-27T00:00:00
CUST-00205,Customer 205,customer205@example.com,KR,small-business,2021-02-13T00:00:00
CUST-00206,Customer 206,customer206@example.com,US,consumer,2021-03-06T00:00:00
CUST-00207,Customer 207,customer207@example.com,BR,mid-market,2021-08-09T00:00:00
CUST-00208,Customer 208,customer208@example.com,AU,consumer,2020-05-21T00:00:00
CUST-00209,Customer 209,customer209@example.com,US,consumer,2022-07-26T00:00:00
CUST-00210,Customer 210,customer210@example.com,CA,enterprise,2020-09-18T00:00:00
CUST-00211,Customer 211,customer211@example.com,DE,enterprise,2021-05-17T00:00:00
CUST-00212,Customer 212,customer212@example.com,AU,mid-market,2020-05-11T00:00:00
CUST-00213,Customer 213,customer213@example.com,CA,enterprise,2020-08-23T00:00:00
CUST-00214,Customer 214,customer214@example.com,IN,enterprise,2023-01-10T00:00:00
CUST-00215,Customer 215,customer215@example.com,IN,small-business,2021-07-14T00:00:00
CUST-00216,Customer 216,customer216@example.com,IN,mid-market,2020-07-23T00:00:00
CUST-00217,Customer 217,customer217@example.com,FR,mid-market,2022-02-13T00:00:00
CUST-00218,Customer 218,customer218@example.com,DE,small-business,2023-07-19T00:00:00
CUST-00219,Customer 219,customer219@example.com,US,enterprise,2020-09-06T00:00:00
CUST-00220,Customer 220,customer220@example.com,AU,consumer,2022-04-15T00:00:00
CUST-00221,Customer 221,customer221@example.com,DE,enterprise,2020-06-06T00:00:00
CUST-00222,Customer 222,customer222@example.com,CA,enterprise,2021-07-19T00:00:00
CUST-00223,Customer 223,customer223@example.com,DE,enterprise,2023-04-13T00:00:00
CUST-00224,Customer 224,customer224@example.com,JP,enterprise,2023-02-03T00:00:00
CUST-00225,Customer 225,customer225@example.com,US,mid-market,2023-05-08T00:00:00
CUST-00226,Customer 226,customer226@example.com,BR,consumer,2023-08-25T00:00:00
CUST-00227,Customer 227,customer227@example.com,IN,consumer,2023-08-27T00:00:00
CUST-00228,Customer 228,customer228@example.com,FR,enterprise,2020-03-20T00:00:00
CUST-00229,Customer 229,customer229@example.com,KR,small-business,2023-09-16T00:00:00
CUST-00230,Customer 230,customer230@example.com,KR,consumer,2023-09-05T00:00:00
CUST-00231,Customer 231,customer231@example.com,FR,consumer,2023-12-16T00:00:00
CUST-00232,Customer 232,customer232@example.com,IN,consumer,2023-05-06T00:00:00
CUST-00233,Customer 233,customer233@example.com,US,mid-market,2023-09-27T00:00:00
CUST-00234,Customer 234,customer234@example.com,KR,mid-market,2023-06-25T00:00:00
CUST-00235,Customer 235,customer235@example.com,JP,small-business,2023-12-13T00:00:00
CUST-00236,Customer 236,customer236@example.com,DE,enterprise,2022-07-07T00:00:00
CUST-00237,Customer 237,customer237@example.com,FR,consumer,2022-09-02T00:00:00
CUST-00238,Customer 238,customer238@example.com,FR,small-business,2021-08-01T00:00:00
CUST-00239,Customer 239,customer239@example.com,JP,small-business,2023-09-09T00:00:00
CUST-00240,Customer 240,customer240@example.com,JP,consumer,2020-06-07T00:00:00
CUST-00241,Customer 241,customer241@example.com,UK,small-business,2022-02-05T00:00:00
CUST-00242,Customer 242,customer242@example.com,BR,consumer,2020-01-26T00:00:00
CUST-00243,Customer 243,customer243@example.com,KR,mid-market,2020-01-08T00:00:00
CUST-00244,Customer 244,customer244@example.com,FR,enterprise,2020-03-10T00:00:00
CUST-00245,Customer 245,customer245@example.com,AU,enterprise,2021-07-11T00:00:00
CUST-00246,Customer 246,customer246@example.com,US,consumer,2021-04-11T00:00:00
CUST-00247,Customer 247,customer247@example.com,US,mid-market,2023-08-27T00:00:00
CUST-00248,Customer 248,customer248@example.com,JP,small-business,2022-12-04T00:00:00
CUST-00249,Customer 249,customer249@example.com,FR,mid-market,2020-02-06T00:00:00
CUST-00250,Customer 250,customer250@example.com,KR,enterprise,2023-07-19T00:00:00
CUST-00251,Customer 251,customer251@example.com,DE,small-business,2022-08-28T00:00:00
CUST-00252,Customer 252,customer252@example.com,FR,small-business,2022-06-25T00:00:00
CUST-00253,Customer 253,customer253@example.com,IN,consumer,2023-09-13T00:00:00
CUST-00254,Customer 254,customer254@example.com,DE,mid-market,2023-12-25T00:00:00
CUST-00255,Customer 255,customer255@example.com,IN,mid-market,2021-12-16T00:00:00
CUST-00256,Customer 256,customer256@example.com,JP,small-business,2022-09-30T00:00:00
CUST-00257,Customer 257,customer257@example.com,CA,enterprise,2021-04-09T00:00:00
CUST-00258,Customer 258,customer258@example.com,DE,small-business,2021-12-05T00:00:00
CUST-00259,Customer 259,customer259@example.com,IN,enterprise,2020-06-15T00:00:00
CUST-00260,Customer 260,customer260@example.com,UK,small-business,2022-02-17T00:00:00
CUST-00261,Customer 261,customer261@example.com,JP,consumer,2020-04-02T00:00:00
CUST-00262,Customer 262,customer262@example.com,FR,enterprise,2022-11-25T00:00:00
CUST-00263,Customer 263,customer263@example.com,JP,mid-market,2022-11-22T00:00:00
CUST-00264,Customer 264,customer264@example.com,US,enterprise,2020-09-10T00:00:00
CUST-00265,Customer 265,customer265@example.com,JP,consumer,2022-06-07T00:00:00
CUST-00266,Customer 266,customer266@example.com,KR,mid-market,2021-11-05T00:00:00
CUST-00267,Customer 267,customer267@example.com,US,consumer,2021-11-26T00:00:00
CUST-00268,Customer 268,customer268@example.com,CA,mid-market,2023-09-19T00:00:00
CUST-00269,Customer 269,customer269@example.com,AU,enterprise,2020-05-14T00:00:00
CUST-00270,Customer 270,customer270@example.com,JP,consumer,2020-03-02T00:00:00
CUST-00271,Customer 271,customer271@example.com,JP,small-business,2020-12-10T00:00:00
CUST-00272,Customer 272,customer272@example.com,UK,mid-market,2020-06-24T00:00:00
CUST-00273,Customer 273,customer273@example.com,DE,mid-market,2020-11-29T00:00:00
CUST-00274,Customer 274,customer274@example.com,FR,small-business,2020-09-24T00:00:00
CUST-00275,Customer 275,customer275@example.com,JP,consumer,2023-11-21T00:00:00
CUST-00276,Customer 276,customer276@example.com,KR,small-business,2023-05-04T00:00:00
CUST-00277,Customer 277,customer277@example.com,FR,small-business,2021-02-23T00:00:00
CUST-00278,Customer 278,customer278@example.com,JP,consumer,2022-11-13T00:00:00
CUST-00279,Customer 279,customer279@example.com,BR,small-business,2022-04-19T00:00:00
CUST-00280,Customer 280,customer280@example.com,CA,enterprise,2023-07-03T00:00:00
CUST-00281,Customer 281,customer281@example.com,BR,mid-market,2023-10-28T00:00:00
CUST-00282,Customer 282,customer282@example.com,DE,small-business,2022-12-02T00:00:00
CUST-00283,Customer 283,customer283@example.com,FR,consumer,2022-05-27T00:00:00
CUST-00284,Customer 284,customer284@example.com,JP,small-business,2023-07-07T00:00:00
CUST-00285,Customer 285,customer285@example.com,JP,mid-market,2023-06-21T00:00:00
CUST-00286,Customer 286,customer286@example.com,US,consumer,2022-04-23T00:00:00
CUST-00287,Customer 287,customer287@example.com,BR,mid-market,2023-01-02T00:00:00
CUST-00288,Customer 288,customer288@example.com,KR,enterprise,2020-08-08T00:00:00
CUST-00289,Customer 289,customer289@example.com,DE,mid-market,2020-12-07T00:00:00
CUST-00290,Customer 290,customer290@example.com,BR,small-business,2023-03-23T00:00:00
CUST-00291,Customer 291,customer291@example.com,AU,mid-market,2020-06-29T00:00:00
CUST-00292,Customer 292,customer292@example.com,US,small-business,2021-09-28T00:00:00
CUST-00293,Customer 293,customer293@example.com,JP,consumer,2022-05-04T00:00:00
CUST-00294,Customer 294,customer294@example.com,KR,small-business,2022-01-10T00:00:00
CUST-00295,Customer 295,customer295@example.com,BR,consumer,2021-03-02T00:00:00
CUST-00296,Customer 296,customer296@example.com,CA,enterprise,2020-04-17T00:00:00
CUST-00297,Customer 297,customer297@example.com,UK,consumer,2023-10-31T00:00:00
CUST-00298,Customer 298,customer298@example.com,JP,mid-market,2023-07-29T00:00:00
CUST-00299,Customer 299,customer299@example.com,BR,enterprise,2020-09-04T00:00:00
CUST-00300,Customer 300,customer300@example.com,AU,small-business,2021-06-06T00:00:00
CUST-00301,Customer 301,customer301@example.com,JP,consumer,2020-06-24T00:00:00
CUST-00302,Customer 302,customer302@example.com,DE,enterprise,2023-12-08T00:00:00
CUST-00303,Customer 303,customer303@example.com,AU,mid-market,2020-02-07T00:00:00
CUST-00304,Customer 304,customer304@example.com,BR,enterprise,2023-02-16T00:00:00
CUST-00305,Customer 305,customer305@example.com,FR,enterprise,2022-06-18T00:00:00
CUST-00306,Customer 306,customer306@example.com,JP,mid-market,2023-04-10T00:00:00
CUST-00307,Customer 307,customer307@example.com,JP,mid-market,2021-07-06T00:00:00
CUST-00308,Customer 308,customer308@example.com,BR,mid-market,2023-09-14T00:00:00
CUST-00309,Customer 309,customer309@example.com,IN,consumer,2022-10-13T00:00:00
CUST-00310,Customer 310,customer310@example.com,KR,mid-market,2020-02-10T00:00:00
CUST-00311,Customer 311,customer311@example.com,JP,small-business,2020-02-16T00:00:00
CUST-00312,Customer 312,customer312@example.com,US,consumer,2021-04-23T00:00:00
CUST-00313,Customer 313,customer313@example.com,JP,mid-market,2023-04-12T00:00:00
CUST-00314,Customer 314,customer314@example.com,DE,consumer,2022-07-11T00:00:00
CUST-00315,Customer 315,customer315@example.com,US,enterprise,2021-12-24T00:00:00
CUST-00316,Customer 316,customer316@example.com,CA,enterprise,2022-08-11T00:00:00
CUST-00317,Customer 317,customer317@example.com,IN,enterprise,2021-04-17T00:00:00
CUST-00318,Customer 318,customer318@example.com,UK,consumer,2022-03-24T00:00:00
CUST-00319,Customer 319,customer319@example.com,US,mid-market,2020-04-04T00:00:00
CUST-00320,Customer 320,customer320@example.com,FR,mid-market,2020-12-07T00:00:00
CUST-00321,Customer 321,customer321@example.com,KR,mid-market,2022-01-24T00:00:00
CUST-00322,Customer 322,customer322@example.com,CA,consumer,2021-03-05T00:00:00
CUST-00323,Customer 323,customer323@example.com,CA,consumer,2023-09-16T00:00:00
CUST-00324,Customer 324,customer324@example.com,IN,consumer,2020-09-27T00:00:00
CUST-00325,Customer 325,customer325@example.com,CA,mid-market,2023-08-25T00:00:00
CUST-00326,Customer 326,customer326@example.com,DE,mid-market,2020-12-14T00:00:00
CUST-00327,Customer 327,customer327@example.com,IN,consumer,2020-02-27T00:00:00
CUST-00328,Customer 328,customer328@example.com,US,enterprise,2021-01-03T00:00:00
CUST-00329,Customer 329,customer329@example.com,UK,small-business,2021-08-17T00:00:00
CUST-00330,Customer 330,customer330@example.com,KR,consumer,2023-05-20T00:00:00
CUST-00331,Customer 331,customer331@example.com,AU,mid-market,2022-06-16T00:00:00
CUST-00332,Customer 332,customer332@example.com,IN,consumer,2022-06-26T00:00:00
CUST-00333,Customer 333,customer333@example.com,AU,mid-market,2022-03-06T00:00:00
CUST-00334,Customer 334,customer334@example.com,FR,consumer,2023-12-22T00:00:00
CUST-00335,Customer 335,customer335@example.com,AU,small-business,2022-04-17T00:00:00
CUST-00336,Customer 336,customer336@example.com,UK,enterprise,2021-10-13T00:00:00
CUST-00337,Customer 337,customer337@example.com,US,small-business,2022-04-27T00:00:00
